,brand,model,screen_size,color,harddisk,cpu,ram,OS,cpu_speed,rating,price
869,Lenovo,300e-convertible,11.6 Inches,Black,64 GB,Celeron N3450,4 GB,Windows 10 Home,,4.0,$269.99 
870,acer,Acer Swift,14 Inches,,512 GB,Intel Core i7-1165G7,8 GB,Windows 10,,2.9,$599.99 
871,MSI,,15.6 Inches,,,,32 GB,,,,"$1,129.99 "
872,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
873,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
874,Dell,Latitude 7000,14 Inches,,256 GB,Core i5,16 GB,Windows 11 Pro,,,"$1,359.99 "
875,Dell,Dell G16 7620,16 Inches,Obsidian Black,1 TB,Intel Core i7,32 GB,Windows 10 Pro,,,"$1,374.98 "
876,MSI,CreatorPro X17 A12UKS-059,17.3 Inches,Black,1 TB,Core i9,32 GB,Windows 11,,5.0,"$4,499.00 "
877,Lenovo,Lenovo Ideapad,15.6 Inches,,256 GB,Core i3,4 GB,Windows 11 Home in S Mode,2.4 GHz,3.7,$360.00 
878,Dell,Alienware m18 Laptop,18 Inches,Black,2000 GB,Core i9,64 GB,Windows 11 Pro,,,"$3,416.35 "
879,MSI,,15.6 Inches,,,,32 GB,,3.5 GHz,5.0,"$1,159.99 "
880,Dell,Latitude 7320 Detachable 2-in-1,13 Inches,Black,256 GB,Core i5,8 GB,Windows 11 Pro,,3.0,$749.99 
881,ASUS,E410MA-TB.CL464,14 Inches,,64 GB,Celeron,4 GB,Windows 11 S,1.1 GHz,4.6,$229.99 
882,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
883,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
884,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
885,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
886,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
887,HP,HP Stream,11.6 Inches,,32 GB,Others,4 GB,Windows 10,1 GHz,4.8,$176.24 
888,Lenovo,Lenovo Ideapad,15.6 Inches,Abyss Blue,256 GB,Core i3-10110U,8 GB,Windows 10,,4.5,$400.00 
889,Toughbook,CF-20 MK1,10.1 Inches,,256 GB,Core M Family,8 GB,Windows 10 Pro,,,$863.99 
890,Lenovo,ThinkBook 14 Gen 4,14 Inches,Mineral Grey,2 TB,Core i7 Family,16 GB,Windows 11 Pro,,,"$1,199.00 "
891,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
892,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
893,Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,1000 GB,Core i7,64 GB,Windows 11 Pro,,,"$2,465.99 "
894,Dell,Dell Inspiron 15 3525 Laptop,15.6 Inches,Black,2 TB,Ryzen 7,64 GB,Windows 11 Home,,4.1,$971.04 
895,Dell,Latitude 5440,14 Inches,,512 GB,Core i7 Family,32 GB,Windows 11 Pro,,,$996.99 
896,MSI,GL66 12UGKV,15.6 Inches,Core Black,2 TB,Core I7 11800H,64 GB,Windows 11 Pro,,4.8,"$1,808.99 "
897,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
898,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
899,hp,HP Stream,11.6 Inches,White,32 GB,Celeron N4000,4 GB,Windows 10 S,,4.2,$194.97 
900,Dell,Latitude 7000,13.3 Inches,Carbon Fiber,512 GB,Core i7,16 GB,Windows 10 Pro,,,"$1,718.99 "
901,Dell,Latitude 9000,14 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,,,"$2,643.99 "
902,Dell,Latitude,14 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,482.04 "
903,Dell,Alienware m17 Ryzen Edition R5 Laptop,17.3 Inches,Dark Side of the Moon,2000 GB,AMD Ryzen 7,16 GB,Windows 11 Home,,5.0,"$1,881.99 "
904,ASUS,TAICHI21,11.6 Inches,Black and silver,128 GB,Core i5-3317U,4 GB,Windows 8,,3.5,$462.00 
905,XPG,Xenia 15G,15.6 Inches,,,Core i7,32 GB,Windows 11 Home,,5.0,"$1,699.99 "
906,HP,HP Pavilion i7-1065G7 FHD Touch,15.6 Inches,Silver,1 TB,Core i7,12 GB,Windows 10,,3.4,$959.99 
907,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
908,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
909,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
910,Dell,KX9W6,13.3 Inches,,512 GB,Intel Core i7,16 GB,Windows 10 Pro,1.8 GHz,5.0,"$1,273.99 "
911,Dell,XPS 9720,17 Inches,Platinum Silver,4 TB,Core i7 Family,64 GB,Windows 10 Pro,,,"$3,799.00 "
912,Lenovo,Lenovo ThinkPad T14 Gen 3,14 Inches,Thunder Balck,4 TB,Core i7 Family,48 GB,Windows 11 Pro,,,"$2,179.00 "
913,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
914,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
915,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
916,Dell,,15.6 Inches,,2 TB,Core i5,32 GB,Windows 11 Home,4.2 GHz,,$620.00 
917,Dell,Latitude 5530 Laptop,15.6 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,009.00 "
918,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
919,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
920,Dell,XPS 9315 2-in-1,13 Inches,Platinum Silver,1000 GB,Core i7,16 GB,Windows 11 Home,,,"$1,561.99 "
921,Dell,Alienware X14 Laptop,14 Inches,Lunar Light,1000 GB,Core i7,12 GB,Windows 11 Home,,,"$2,086.99 "
922,Dell,LATITUDE E6540,15.6 Inches,Silver,500 GB,Core i7,16 GB,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,,,$268.98 
923,Lenovo,Lenovo IdeaPad 1,14 Inches,,128 MB,,4 GB,Windows,1.1 GHz,4.3,$310.19 
924,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
925,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
926,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
927,Lenovo,Legion 5 Pro,16 Inches,,512 GB,AMD Ryzen 7 5800H,16 GB,Windows 11 Home,3.2 GHz,,"$1,344.99 "
928,Gigabyte,AORUS 17 XE4-73US514SH,17 Inches,Black,1 TB,Intel Mobile CPU,16 GB,Windows 11 Home,,4.0,"$1,119.99 "
929,Lenovo,ThinkPad P14s Gen 2,14 Inches,Black,512 GB,Ryzen 7,16 GB,Windows 11 Pro,,,"$1,638.95 "
930,Apple,MacBook Pro,13 Inches,,512 GB,Apple M1,16 GB,macOS 12 Monterey,3 GHz,1.0,"$1,657.99 "
931,Dell,Latitude 9000,14 Inches,Graphite,512 GB,Core i7,16 GB,Windows 10 Pro,,,"$2,150.88 "
932,Dell,Latitude 3000,14 Inches,Apollo,256 GB,Intel Core i5-1135G7,8 GB,Windows 10 Pro,,1.7,$836.16 
933,Lenovo,,13.3 Inches,Silver,256 GB,,8 GB,Windows 10,,3.0,$724.00 
934,Dell,Latitude 7410 Laptop,14 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,,5.0,$749.99 
935,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
936,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
937,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
938,Dell,Latitude,15.6 Inches,Silver,512 GB,Core i5 Family,32 GB,Windows 11 Pro,,,$953.82 
939,Lenovo,Yoga C940-14IIL,14 Inches,Gray,512 GB,Core i7-1065G7,8 GB,Windows 10,,4.0,$899.00 
940,ASUS,ASUS Rog Strix,15.6 Inches,Electro Punk,512 GB,Corei7-10750H,8 GB,Windows 10,,5.0,$979.00 
941,acer,Chromebook 315 CB315-4H,15.6 Inches,Pure Silver,,Celeron,4 GB,Chrome OS,1.1 GHz,4.5,$312.99 
942,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
943,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
944,Lenovo,Lenovo Slim 3i Chromebook,14 Inches,,,Intel Atom,4 GB,Chrome OS,,,$333.99 
945,HP,17-by4013dx,15.6 Inches,,256 GB,Athlon Silver 3050U,8 GB,Windows 11 Home,,4.5,$378.00 
946,Lenovo,Chromebook Flex 5,13.3 Inches,Graphite Grey,64 GB,Core i3-10110U,4 GB,Chrome OS,,5.0,$399.00 
947,Dell,Latitude 5320 2-in-1,13.3 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Pro,,3.4,"$1,273.99 "
948,Dell,Latitude 5430 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,,5.0,"$1,227.99 "
949,ASUS,ASUS Chromebook C423,14 Inches,Silver,32 GB,Celeron,4 GB,Chrome OS,,4.2,$199.00 
950,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
951,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
952,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
953,ASUS,P1512CEA-XS51,15.6 Inches,,256 GB,Core i5 Family,8 GB,Windows 11 Pro,2.4,,$619.71 
954,Lenovo,T450,14 Inches,,256 GB,Core i5 5300U,16 GB,Windows 10 Home,,5.0,$139.98 
955,Dell,xps 15 7590,15.6 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,,3.5,$979.00 
956,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
957,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
958,HP,,15.6 Inches,,512 GB,,,,,5.0,$930.00 
959,Lenovo,ThinkPad T15g Gen 2,15.6 Inches,Black,1 TB,Core i9,32 GB,Windows 10 Pro,,4.5,"$4,119.00 "
960,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
961,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
962,Dell,XPS 9320 Laptop,13.4 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,273.99 "
963,Dell,Precision 3000,15.6 Inches,Titan Gray,512 GB,Core i7,16 GB,Windows 10 Pro,,,"$1,723.77 "
964,Lenovo,Lenovo Thinkpad,14 Inches,,256 GB,Core i5,8 GB,Windows 11,2.4 GHz,,$653.99 
965,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
966,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
967,HP,ZBook Firefly 16 G9,16 Inches,,512 GB,Core i7,32 GB,Windows 11 Pro,,,"$1,973.99 "
968,Dell,Precision 7770,17.3 Inches,,512 GB,Core i7 Family,64 GB,Windows 11 Pro,,,"$3,915.99 "
969,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
970,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
971,Panasonic,Panasonic Toughbook,13.1 Inches,silver/black,250 GB,Core i5,4 GB,Windows 7,,2.7,$299.95 
972,acer,Chromebook,15.6 Inches,Black,,Celeron 3205U,4 GB,Chrome OS,1.5 GHz,3.6,$93.99 
973,Dell,i3500-7722BLK-PUS,15.6 Inches,Black,512 GB,Corei7-10750H,16 GB,Windows 10 Home,,4.3,"$1,699.00 "
974,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
975,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
976,Dell,Dell Inspiron 16 5625,16 Inches,Silver,1000 GB,AMD Ryzen 7,16 GB,Windows 11 Home,,5.0,$854.86 
977,MSI,Summit E14Evo A12M-026,14 Inches,Ink Black,512 GB,Core i5,16 GB,Windows 11 Pro,,,$941.05 
978,Microsoft,Laptop 4 13 i5/8GB/512GB ICE BLUE,13.5 Inches,Ice Blue,512 GB,Intel Core i5,8 GB,Windows 10 Home,,4.4,$865.00 
979,Dell,Latitude 7000,14 Inches,,512 GB,Core i7,32 GB,Windows 11 Pro,,,"$2,192.13 "
980,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
981,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
982,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
983,HP,HP EliteBook,14 Inches,,256 GB,Core i5,8 GB,Windows 10 Pro,2.4 GHz,,$490.77 
984,HP,Dragonfly Folio G3,13.5 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,,,"$2,333.99 "
985,ASUS,G614JV,16 Inches,Eclipse Gray,2 TB,Core i7,32 GB,Windows 11 Pro,,,"$1,704.99 "
986,ASUS,ASUS VivoBook,14 Inches,grey,128 GB,Core i3,4 GB,Windows 10 Home,,4.4,$446.98 
987,Dell,Latitude 3000,14 Inches,Black,256 GB,Core i3,8 GB,Windows 11 Pro,,,$784.97 
988,Dell,Precision 5570 Laptop,15.6 Inches,Black,512 GB,Core i9,64 GB,Windows 11 Pro,,,"$2,699.00 "
989,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
990,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
991,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
992,HP,HP Chromebook 11,11.6 Inches,Black,,Celeron N,4 GB,Chrome OS,,4.0,$69.82 
993,Dell,Dell XPS,13.3 Inches,Silver/Carbon Fiber,128 GB,Core i5,8 GB,Windows 10,,3.6,"$1,099.95 "
994,Lenovo,ThinkPad E14 Gen 4,14 Inches,,256 GB,Ryzen 5,16 GB,Windows 11,,,$729.99 
995,Apple,,13.3 Inches,,256 GB,,16 GB,Mac OS,,3.9,"$1,499.00 "
996,Dell,Latitude 7640 Laptop,16 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Pro,,,"$1,662.92 "
997,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
998,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
999,Lenovo,Thinkpad,11.6 Inches,Black,128 GB,Celeron,4 GB,Windows 10 Pro,,3.7,$286.00 
1000,Dell,Precision 3000,15.6 Inches,Titan Gray,256 GB,Core i5,16 GB,Windows 10 Pro,,,"$1,526.31 "
1001,Dell,XPS 9315 Laptop,13.4 Inches,Platinum Silver,512 GB,Core i5,16 GB,Windows 11 Pro,,,$909.99 
1002,Microsoft,Surface Laptop,15 Inches,Matte Black,256 GB,Ryzen 5 2600X,8 GB,Windows 10 Home,,4.2,$799.00 
1003,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
1004,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
1005,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
1006,ASUS,Rog Strix Scar G533Z,15.6 Inches,Off Black,1 TB,Intel Core i9,16 GB,Windows 10 Home,,,"$2,249.99 "
1007,Dell,Inspiron 7620 Laptop,16 Inches,Platinum Silver,1000 GB,Core i7,40 GB,Windows 11 Home,,5.0,"$1,498.00 "
1008,IVIEW,IVIEW-1430NB,14.1 Inches,Black,64 GB,Celeron N3350,4 GB,Windows 10,,4.3,$189.95 
1009,Lenovo,82LX0050US,15.6 Inches,,128 GB,Intel Mobile CPU,4 GB,Windows 11 S,3.3,,$222.50 
1010,Apple,,,,512 GB,,24 GB,Mac OS,,,"$1,899.00 "
1011,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
1012,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
1013,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
1014,Dell,Inspiron 3511,15.6 Inches,,512 GB,Core i5,16 GB,Windows 10 Pro,1 GHz,,$681.61 
1015,Dell,Precision 5000,15.6 Inches,Aluminum Titan Gray,512 GB,Core i7 Family,32 GB,Windows 10 Pro,,4.0,"$1,699.95 "
1016,Dell,Latitude,14 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,2.8 GHz,,$802.91 
1017,Apple,,16.2 Inches,,1 TB,Apple M2,32 GB,Mac OS,3.5 GHz,,"$3,043.95 "
1018,Dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,2000 GB,Core i9,64 GB,Windows 11 Home,,5.0,"$3,208.03 "
1019,Dell,G15,15.6 Inches,,256 GB,Core i5,8 GB,Windows 11 Home,2.6 GHz,,$760.99 
1020,ASUS,ASUS VivoBook,11.6 Inches,,32 GB,Celeron N,2 GB,Windows 10,1.1 GHz,4.2,$199.99 
1021,HP,,15.6 Inches,Black,1000 GB,Ryzen 5,32 GB,Windows 11,,5.0,$849.99 
1022,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
1023,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
1024,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
1025,Lenovo,Lenovo IdeaPad,15.6 Inches,Black,1 TB,Pentium Other,20 GB,Windows 11,,4.2,$419.00 
1026,acer,Swift Go 14,14 Inches,,512 GB,Intel Core i5,8 GB,Windows 11 Home,,4.3,$799.99 
1027,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
1028,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
1029,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
1030,Dell,Dell Latitude,11.6 Inches,Black,,,16 GB,Windows 10 Pro,,,"$1,299.95 "
1031,Dell,Latitude 5420,14 Inches,Silver,,Core i5,8 GB,Windows 10 Pro,,3.7,$656.25 
1032,acer,Chromebook 311,11.6 Inches,Black,32 GB,MediaTek MT8183,4 GB,Chrome OS,,4.4,$219.00 
1033,Gigabyte,U4 UD-50US823SO,14 Inches,Silver,512 GB,Intel Mobile CPU,16 GB,Windows 11 Home,,3.3,$700.43 
1034,HP,Laptop,15.6 Inches,,2 TB,Core i3,32 GB,Windows 10 Pro,1 GHz,,$298.70 
1035,HP,,15.6 Inches,,500 GB,Core i5 6200U,8 GB,Windows 10 Pro,2.3 GHz,3.3,$799.81 
1036,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
1037,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
1038,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
1039,ASUS,Vivobook,11.6 Inches,,32 GB,Celeron N,4 GB,Windows 10 S,1.1 GHz,4.0,$169.00 
1040,Dell,Latitude,15.6 Inches,Silver,1 TB,Core i7 Family,32 GB,Windows 11 Pro,,4.3,$949.00 
1041,Dell,Latitude 7000,14 Inches,,256 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,875.98 "
1042,Lenovo,ThinkPad X1 Extreme Gen 5,16 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,,,"$2,352.59 "
1043,Dell,,13.3 Inches,,512 GB,,8 GB,Windows 11 Home,,1.0,$749.00 
1044,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
1045,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
1046,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
1047,Dell,XPS 9520 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,16 GB,Windows 11 Home,,,"$1,566.99 "
1048,Dell,XPS 9320 Laptop,13.4 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Pro,,,"$1,820.99 "
1049,Dell,Dell 5000,14 Inches,Platinum Silver,512 GB,Core i7 Family,16 GB,Windows 11 Pro,,,"$1,077.24 "
1050,Lenovo,ThinkPad P16s G1,16 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,851.99 "
1051,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
1052,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
1053,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
1054,SAMSUNG,Chromebook 4,11.6 Inches,Silver,64 GB,Celeron N3450,4 GB,Chrome OS,,4.9,$249.49 
1055,Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i7,32 GB,Windows 11 Home,,,"$2,409.99 "
1056,Lenovo,Chromebook Flex 3,11.6 Inches,Almond,64 GB,Celeron N4020,4 GB,Chrome OS,,4.3,$229.00 
1057,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
1058,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
1059,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
1060,Dell,Precision 5000,14 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,,,"$2,472.99 "
1061,Dell,Dell Precision 5560,15 Inches,Black,,Intel Core i7,32 GB,No,,,"$1,999.95 "
1062,LG,GRAM 16 2-in-1,16 Inches,Silver,4 TB,Core i7 Family,16 GB,Windows 11 Pro,,,"$1,919.00 "
1063,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
1064,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
1065,Dell,Dell 5000,16 Inches,Platinum Silver,4 TB,Ryzen 7,64 GB,Windows 11 Pro,,,"$1,317.06 "
1066,acer,PH315-55,15.6 Inches,Abyss Black,2 TB,Core i7 Family,32 GB,Windows 11 Pro,,,"$2,129.99 "
1067,Dell,Precision 3000,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,5 GHz,,"$1,514.09 "
1068,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
1069,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
1070,LG,LG gram,15.6 Inches,Silver,256 GB,Core i5 2.3 GHz,8 GB,Windows 10 Home,,4.0,$999.99 
1071,Dell,XPS,17 Inches,Platinum Silver,1 TB,Core I7 11800H,16 GB,Windows 10,,3.8,"$2,179.05 "
1072,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
1073,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
1074,Lenovo,ThinkPad P14s Gen 3,14 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,,,"$2,426.99 "
1075,Microsoft,Surface Laptop,13.5 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Home,,,"$1,499.99 "
1076,Dell,Latitude,15.6 Inches,,2 TB,Core i5,16 GB,Windows 10 Pro,,5.0,"$1,436.81 "
1077,Dell,7000,13.3 Inches,Grey,,AMD Ryzen 7,12 GB,Windows 10,,3.9,$795.00 
1078,HP,HP 14 laptop,14 Inches,Silver,128 GB,Core i3,4 GB,Windows 10 Home,,3.7,$328.58 
1079,Dell,Latitude 5420,15.6 Inches,,256 GB,Core i5,8 GB,Windows 10 Pro,,4.2,"$1,443.60 "
1080,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
1081,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
1082,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
1083,acer,C771-C4TM,11.6 Inches,Black,32 GB,Celeron,1 GB,Chrome OS,,4.2,$295.40 
1084,Dell,Dell Latitude,13.3 Inches,,256 GB,Core i5,8 GB,Windows 10 Pro,,5.0,$729.00 
1085,HP,PRO X2 612G1+KEYBOARD,12.5 Inches,Silver,256 GB,Core i5,8 GB,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,,,$209.98 
1086,Dell,Latitude 7420 Laptop,14 Inches,Black,512 GB,Core i7,32 GB,Windows 10 Pro,,,"$1,652.99 "
1087,Lenovo,ThinkPad T15p Gen 3,15.6 Inches,Black,256 GB,Core i7,8 GB,Windows 11,,,"$1,920.57 "
1088,Dell,Latitude 7420,14 Inches,,256 GB,Core i5,16 GB,Windows 10 Pro,,5.0,$544.00 
1089,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
1090,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
1091,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
